[ 26 61 91 97 57 19 88 25 64 18 21 46 5 35 16 4 84 54 54 85 0 89 50 56 39 97 63 44 16 3 78 90 79 50 52 12 ]
[ 44 30 97 6 50 27 9 42 16 9 21 14 74 99 33 69 8 32 67 2 89 0 100 59 62 91 6 36 55 40 89 49 65 32 21 11 ]
[ 30 98 3 47 22 71 70 91 95 37 94 61 83 54 92 16 5 87 34 65 50 100 0 86 54 51 29 1 41 95 1 11 46 40 80 85 ]
[ 51 37 41 43 54 65 42 85 75 98 17 75 1 54 17 55 56 53 20 22 56 59 86 0 62 26 52 12 68 79 45 85 39 60 25 18 ]
[ 83 63 12 72 94 17 70 30 83 81 4 75 9 69 11 35 66 90 94 85 39 62 54 62 0 67 96 92 65 19 67 45 91 53 49 68 ]
[ 50 31 36 25 95 75 35 9 22 79 9 19 98 90 63 94 23 30 37 82 97 91 51 26 67 0 21 60 38 83 75 98 45 63 64 92 ]
[ 86 44 31 5 95 77 11 29 20 23 63 74 80 35 52 26 70 90 8 19 63 6 29 52 96 21 0 80 14 60 44 31 22 44 84 94 ]
[ 16 72 24 33 92 36 3 97 36 30 24 2 76 65 52 77 72 83 66 84 44 36 1 12 92 60 80 0 17 6 85 77 78 18 69 36 ]
[ 24 54 10 96 5 27 60 93 9 88 77 89 12 17 85 53 37 7 23 45 16 55 41 68 65 38 14 17 0 11 80 38 86 50 36 90 ]
[ 98 72 4 66 37 47 26 47 4 26 83 60 9 70 64 15 85 0 8 70 3 40 95 79 19 83 60 6 11 0 74 84 46 17 43 83 ]
[ 41 63 45 26 6 89 61 16 37 45 41 43 70 11 14 98 76 95 35 79 78 89 1 45 67 75 44 85 80 74 0 21 18 25 45 90 ]
[ 22 95 17 89 38 66 88 15 3 76 21 3 60 45 12 85 71 29 21 10 90 49 11 85 45 98 31 77 38 84 21 0 71 31 96 14 ]
[ 6 43 69 98 70 23 55 87 50 31 51 79 71 46 47 85 50 10 72 88 79 65 46 39 91 45 22 78 86 46 18 71 0 55 78 38 ]
[ 58 91 90 78 79 79 59 46 10 42 92 68 5 12 18 64 5 88 19 9 50 32 40 60 53 63 44 18 50 17 25 31 55 0 66 1 ]
[ 70 80 91 50 9 17 100 25 36 20 49 100 38 94 53 63 87 85 60 79 52 21 80 25 49 64 84 69 36 43 45 96 78 66 0 33 ]
[ 85 73 15 57 70 86 47 87 4 50 46 52 72 62 52 25 90 55 2 35 12 11 85 18 68 92 94 36 90 83 90 14 38 1 33 0 ]
];
