[ 19 4 56 10 69 31 63 12 92 76 10 69 98 75 49 40 50 19 69 59 55 34 31 83 38 32 49 29 77 0 24 49 58 43 81 43 82 53 9 94 ]
[ 30 56 100 73 27 38 4 53 52 34 56 43 96 54 18 95 62 50 15 17 24 24 2 30 67 4 25 41 73 24 0 88 74 44 69 47 70 68 35 71 ]
[ 55 96 67 85 67 7 27 11 12 60 29 58 1 69 78 69 30 3 73 6 51 46 95 42 50 38 31 21 9 49 88 0 53 39 98 89 57 47 36 4 ]
[ 61 39 71 81 10 69 56 72 1 15 1 49 85 48 87 4 90 70 83 40 61 13 10 25 92 8 83 33 80 58 74 53 0 41 26 93 27 92 77 91 ]
[ 79 11 70 50 43 36 59 36 7 88 56 19 75 51 78 89 47 9 61 66 34 16 56 10 21 77 84 91 59 43 44 39 41 0 57 74 90 30 34 68 ]
[ 25 81 86 45 44 83 51 80 26 0 32 52 83 95 29 73 24 99 55 88 29 56 60 27 62 29 87 9 21 81 69 98 26 57 0 35 32 21 22 87 ]
[ 85 61 87 6 93 100 25 54 8 6 29 93 77 82 83 45 68 77 66 40 62 90 16 87 72 36 62 49 27 43 47 89 93 74 35 0 83 24 18 71 ]
[ 46 73 20 27 96 38 41 22 21 65 84 76 76 3 47 14 46 59 23 72 46 97 75 30 66 37 85 24 74 82 70 57 27 90 32 83 0 74 68 22 ]
[ 6 39 93 29 45 85 32 69 51 99 21 14 83 33 10 63 79 43 11 64 33 64 41 31 36 38 91 45 92 53 68 47 92 30 21 24 74 0 56 49 ]
[ 72 5 64 98 21 0 35 51 35 39 5 42 54 65 77 33 43 58 8 22 25 48 78 22 25 37 30 4 16 9 35 36 77 34 22 18 68 56 0 20 ]
[ 48 25 81 3 12 19 61 45 30 64 88 28 97 95 34 11 43 38 4 75 1 34 40 98 32 42 47 57 70 94 71 4 91 68 87 71 22 49 20 0 ]
];
